Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric_Admissions,Sex_x,Value_Admissions,Metric_Fatalities,Value_Fatalities,"Tobacco Price
Index","Retail Prices
Index",Tobacco Price Index Relative to Retail Price Index,Real Households' Disposable Income,Affordability of Tobacco Index,Household Expenditure on Tobacco,Household Expenditure Total,Expenditure on Tobacco as a Percentage of Expenditure,All Pharmacotherapy Prescriptions,Nicotine Replacement Therapy (NRT) Prescriptions,Bupropion (Zyban) Prescriptions,Varenicline (Champix) Prescriptions,Net Ingredient Cost of All Pharmacotherapies,Net Ingredient Cost of Nicotine Replacement Therapies (NRT),Net Ingredient Cost of Bupropion (Zyban),Net Ingredient Cost of Varenicline (Champix),16 and Over,16-24,25-34,35-49,50-59,60 and Over
2004,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Both,31358,Number of observed deaths,5888,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Both,31358,Number of observed deaths,5888,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Both,31358,Attributable number,4100,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Both,31358,Attributable number,4100,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Both,31358,Attributable number,4100,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Both,22000,Number of observed deaths,5888,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Both,22000,Number of observed deaths,5888,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Both,22000,Number of observed deaths,5888,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Both,22000,Attributable number,4100,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Both,22000,Attributable number,4100,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Both,22000,Attributable number,4100,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Both,4148,Number of observed deaths,629,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Both,4148,Number of observed deaths,629,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Both,4148,Number of observed deaths,629,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Both,4148,Attributable number,500,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Both,4148,Attributable number,500,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Both,4148,Attributable number,500,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Both,3400,Number of observed deaths,629,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Both,3400,Number of observed deaths,629,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Both,3400,Number of observed deaths,629,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Both,3400,Attributable number,500,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Both,3400,Attributable number,500,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Both,3400,Attributable number,500,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Both,6390,Number of observed deaths,845,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Both,6390,Number of observed deaths,845,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Both,6390,Number of observed deaths,845,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Both,6390,Attributable number,100,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Both,6390,Attributable number,100,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Both,6390,Attributable number,100,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Both,900,Number of observed deaths,845,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Both,900,Number of observed deaths,845,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Both,900,Number of observed deaths,845,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Both,900,Attributable number,100,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Both,900,Attributable number,100,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Both,900,Attributable number,100,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Both,74227,Number of observed deaths,4061,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Both,74227,Number of observed deaths,4061,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Both,74227,Number of observed deaths,4061,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Both,74227,Attributable number,1700,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Both,74227,Attributable number,1700,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Both,74227,Attributable number,1700,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Both,32600,Number of observed deaths,4061,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Both,32600,Number of observed deaths,4061,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Both,32600,Number of observed deaths,4061,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Both,32600,Attributable number,1700,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Both,32600,Attributable number,1700,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Both,32600,Attributable number,1700,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Both,10040,Number of observed deaths,2901,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Both,10040,Number of observed deaths,2901,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Both,10040,Number of observed deaths,2901,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Both,10040,Attributable number,800,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Both,10040,Attributable number,800,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Both,10040,Attributable number,800,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Both,2800,Number of observed deaths,2901,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Both,2800,Number of observed deaths,2901,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Both,2800,Number of observed deaths,2901,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Both,2800,Attributable number,800,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Both,2800,Attributable number,800,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Both,2800,Attributable number,800,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Both,23172,Number of observed deaths,4674,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Both,23172,Number of observed deaths,4674,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Both,23172,Number of observed deaths,4674,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Both,23172,Attributable number,1000,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Both,23172,Attributable number,1000,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Both,23172,Attributable number,1000,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Both,5500,Number of observed deaths,4674,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Both,5500,Number of observed deaths,4674,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Both,5500,Number of observed deaths,4674,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Both,5500,Attributable number,1000,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Both,5500,Attributable number,1000,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Both,5500,Attributable number,1000,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Both,18340,Number of observed deaths,5875,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Both,18340,Number of observed deaths,5875,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Both,18340,Number of observed deaths,5875,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Both,18340,Attributable number,1600,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Both,18340,Attributable number,1600,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Both,18340,Attributable number,1600,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Both,5000,Number of observed deaths,5875,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Both,5000,Number of observed deaths,5875,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Both,5000,Number of observed deaths,5875,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Both,5000,Attributable number,1600,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Both,5000,Attributable number,1600,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Both,5000,Attributable number,1600,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Both,13254,Number of observed deaths,10430,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Both,13254,Number of observed deaths,10430,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Both,13254,Number of observed deaths,10430,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Both,13254,Attributable number,4200,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Both,13254,Attributable number,4200,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Both,13254,Attributable number,4200,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Both,5100,Number of observed deaths,10430,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Both,5100,Number of observed deaths,10430,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Both,5100,Number of observed deaths,10430,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Both,5100,Attributable number,4200,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Both,5100,Attributable number,4200,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Both,5100,Attributable number,4200,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Both,28033,Number of observed deaths,2071,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Both,28033,Number of observed deaths,2071,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Both,28033,Number of observed deaths,2071,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Both,28033,Attributable number,400,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Both,28033,Attributable number,400,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Both,28033,Attributable number,400,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Both,5200,Number of observed deaths,2071,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Both,5200,Number of observed deaths,2071,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Both,5200,Number of observed deaths,2071,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Both,5200,Attributable number,400,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Both,5200,Attributable number,400,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Both,5200,Attributable number,400,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Both,5757,Number of observed deaths,1473,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Both,5757,Number of observed deaths,1473,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Both,5757,Number of observed deaths,1473,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Both,5757,Attributable number,1300,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Both,5757,Attributable number,1300,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Both,5757,Attributable number,1300,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Both,5000,Number of observed deaths,1473,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Both,5000,Number of observed deaths,1473,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Both,5000,Number of observed deaths,1473,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Both,5000,Attributable number,1300,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Both,5000,Attributable number,1300,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Both,5000,Attributable number,1300,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,23,28,28,28,23,14
2004,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Both,107422,Number of observed deaths,20180,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,25,29,31,29,24,14
2004,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Both,107422,Number of observed deaths,20180,654.6,279.3,234.4,188.7,80.5,15375,772164,2,2044,1908,136,,46093,40942,5151,,26,30,35,31,26,15
